country,date,grid_x,grid_y,n_crisis,difference,baseline,movement_value,grid_lon,grid_lat
BN,2020-08-01,89,96,23217.0,-816.3999999999995,24033.399999999998,11608.5,114.625,4.375
BN,2020-08-01,90,94,105841.0,-475.1999999999993,106316.19999999995,52920.5,114.875,4.875
BN,2020-08-01,91,95,2186.0,29.200000000000017,2156.8,1093.0,115.125,4.625
BN,2020-08-02,89,95,9034.0,-1003.1999999999996,10037.199999999995,4517.0,114.625,4.625
BN,2020-08-02,89,96,22576.0,-2482.8,25058.800000000003,11288.0,114.625,4.375
BN,2020-08-02,90,94,104376.0,-7065.599999999997,111441.59999999996,52188.0,114.875,4.875
BN,2020-08-02,91,95,2184.0,-204.40000000000003,2388.4,1092.0,115.125,4.625
BN,2020-08-03,89,95,8148.0,-1436.8000000000002,9584.8,4074.0,114.625,4.625
BN,2020-08-03,89,96,23617.0,-2252.399999999999,25869.399999999998,11808.5,114.625,4.375
BN,2020-08-03,90,94,104883.0,-9925.200000000008,114808.20000000004,52441.5,114.875,4.875
BN,2020-08-03,91,95,1874.0,-198.8,2072.8,937.0,115.125,4.625
BN,2020-08-04,89,95,8199.0,-1061.6,9260.6,4099.5,114.625,4.625
BN,2020-08-04,89,96,23764.0,-2270.8,26034.8,11882.0,114.625,4.375
BN,2020-08-04,90,94,104588.0,-8263.999999999996,112851.99999999996,52294.0,114.875,4.875
BN,2020-08-04,91,95,1895.0,-182.8,2077.8,947.5,115.125,4.625
BN,2020-08-05,89,95,6802.0,-1259.0,8061.0,3401.0,114.625,4.625
BN,2020-08-05,89,96,21056.0,-2534.0,23590.0,10528.0,114.625,4.375
BN,2020-08-05,90,94,89826.0,-8628.5,98454.5,44913.0,114.875,4.875
BN,2020-08-05,91,95,1238.0,-265.5,1503.5,619.0,115.125,4.625
BN,2020-08-06,89,95,8011.0,-1046.4,9057.4,4005.5,114.625,4.625
BN,2020-08-06,89,96,23490.0,-2293.6000000000013,25783.60000000001,11745.0,114.625,4.375
BN,2020-08-06,90,94,103868.0,-6888.000000000004,110756.00000000004,51934.0,114.875,4.875
